Marca,Modelo,Ano,Tipo_combustivel,Potencia_motor,Cilindros_motor,Tipo_transmissao,Rodas_motrizes,Numero_portas,Tamanho,Estilo,Consumo_estrada_milhas,Consumo_cidade_milhas,Valor($)
GMC,Sierra 1500,2015,gasolina comum,355.0,8.0,automatico,tracao traseira,4.0,grande,picape cabine dupla,23,16,43360
Infiniti,QX56,2010,gasolina premium (recomendada),320.0,8.0,automatico,tracao traseira,4.0,grande,SUV 4 portas,18,12,56050
Pontiac,Montana,2005,gasolina comum,200.0,6.0,automatico,tracao integral,4.0,medio,minivan de passageiros,21,15,27700
Subaru,Impreza,2015,gasolina comum,148.0,4.0,automatico,tracao integral,4.0,compacto,hatchback 4 portas,37,28,19695
Ford,Flex,2016,gasolina comum,287.0,6.0,automatico,tracao dianteira,4.0,grande,perua,23,16,29600
Saab,9000,1997,gasolina comum,210.0,6.0,automatico,tracao dianteira,4.0,medio,hatchback 4 portas,24,16,2122
FIAT,500,2016,gasolina premium (recomendada),160.0,4.0,manual,tracao dianteira,2.0,compacto,hatchback 2 portas,34,28,22575
Mercedes-Benz,SLC-Class,2017,gasolina premium (obrigatoria),362.0,6.0,automatico,tracao traseira,2.0,compacto,conversivel,29,20,60300
Honda,Accord Hybrid,2015,gasolina comum,196.0,4.0,automatico,tracao dianteira,4.0,medio,seda,45,50,29305
Toyota,Prius v,2016,gasolina comum,134.0,4.0,automatico,tracao dianteira,4.0,medio,perua,40,44,28060
Toyota,Sienna,2016,gasolina comum,266.0,6.0,automatico,tracao dianteira,4.0,grande,minivan de passageiros,25,18,31640
Buick,Lucerne,2010,flex (gasolina/E85),227.0,6.0,automatico,tracao dianteira,4.0,grande,seda,26,17,32730
Cadillac,CTS Coupe,2014,gasolina comum,318.0,6.0,automatico,tracao traseira,2.0,medio,cupe,27,18,43795
Dodge,Durango,2017,gasolina comum,295.0,6.0,automatico,tracao integral,4.0,grande,SUV 4 portas,25,18,40095
Mazda,B-Series Pickup,1999,gasolina comum,160.0,6.0,automatico,tracao traseira,4.0,compacto,picape cabine estendida,20,15,3229
Buick,Regal,2017,gasolina premium (recomendada),259.0,4.0,automatico,tracao dianteira,4.0,medio,seda,29,21,34115
GMC,Acadia,2015,gasolina comum,281.0,6.0,automatico,tracao dianteira,4.0,medio,SUV 4 portas,24,17,40820
Chevrolet,Cruze,2016,gasolina comum,153.0,4.0,manual,tracao dianteira,4.0,medio,seda,41,29,19820
Dodge,Journey,2017,gasolina comum,173.0,4.0,automatico,tracao dianteira,4.0,medio,SUV 4 portas,25,19,20995
Ford,E-Series Van,2013,flex (gasolina/E85),225.0,8.0,automatico,tracao traseira,3.0,grande,van de carga,17,13,28540
Chevrolet,C/K 1500 Series,1998,gasolina comum,200.0,6.0,manual,tracao nas quatro rodas,2.0,grande,picape cabine simples,19,14,3067
Suzuki,Aerio,2005,gasolina comum,155.0,4.0,automatico,tracao dianteira,4.0,compacto,perua,26,21,16849
Honda,Civic,2015,gasolina premium (obrigatoria),205.0,4.0,manual,tracao dianteira,4.0,compacto,seda,31,22,23090
Plymouth,Colt,1994,gasolina comum,136.0,4.0,manual,tracao dianteira,4.0,compacto,perua,25,19,2000
Suzuki,Vitara,2002,gasolina comum,127.0,4.0,manual,tracao nas quatro rodas,2.0,compacto,SUV Conversível,23,20,16999
Dodge,Caliber,2010,gasolina comum,172.0,4.0,manual,tracao dianteira,4.0,compacto,perua,29,23,20555
Chevrolet,Silverado 1500,2016,flex (gasolina/E85),285.0,6.0,automatico,tracao traseira,4.0,grande,picape cabine dupla,24,18,38290
Hyundai,Elantra Coupe,2013,gasolina comum,148.0,4.0,manual,tracao dianteira,2.0,compacto,cupe,38,28,17595
Scion,xB,2015,gasolina comum,158.0,4.0,automatico,tracao dianteira,4.0,compacto,perua,28,22,18070
Dodge,Shadow,1992,gasolina comum,93.0,4.0,manual,tracao dianteira,4.0,compacto,hatchback 4 portas,29,23,2000
Chevrolet,Sonic,2017,gasolina comum,138.0,4.0,manual,tracao dianteira,4.0,compacto,seda,39,28,17530
Nissan,Frontier,2017,gasolina comum,152.0,4.0,manual,tracao traseira,4.0,compacto,picape cabine estendida,23,19,18390
Porsche,Macan,2015,gasolina premium (obrigatoria),400.0,6.0,manual automatizado,tracao integral,4.0,medio,SUV 4 portas,23,17,72300
Chevrolet,Silverado 1500,2015,flex (gasolina/E85),285.0,6.0,automatico,tracao traseira,4.0,grande,picape cabine dupla,24,18,36745
Suzuki,XL-7,2006,gasolina comum,185.0,6.0,automatico,tracao nas quatro rodas,4.0,medio,SUV 4 portas,20,15,26699
Mazda,3,2015,gasolina comum,184.0,4.0,manual,tracao dianteira,4.0,compacto,seda,37,25,25045
BMW,3 Series,2015,gasolina premium (obrigatoria),180.0,4.0,automatico,tracao integral,4.0,medio,seda,35,23,34950
Honda,Ridgeline,2013,gasolina comum,250.0,6.0,automatico,tracao nas quatro rodas,4.0,grande,picape cabine dupla,21,15,29450
Mazda,3,2016,gasolina comum,184.0,4.0,automatico,tracao dianteira,4.0,compacto,hatchback 4 portas,37,27,25495
GMC,Savana Cargo,2014,flex (gasolina/E85),285.0,8.0,automatico,tracao traseira,3.0,medio,van de carga,17,11,29215
Subaru,Forester,2017,gasolina comum,170.0,4.0,manual,tracao integral,4.0,medio,SUV 4 portas,28,22,22595
Toyota,Tundra,2017,gasolina comum,381.0,8.0,automatico,tracao nas quatro rodas,4.0,grande,picape cabine dupla,17,13,38470
Nissan,Armada,2015,gasolina comum,317.0,8.0,automatico,tracao nas quatro rodas,4.0,grande,SUV 4 portas,18,12,53680
Dodge,Grand Caravan,2016,flex (gasolina/E85),283.0,6.0,automatico,tracao dianteira,4.0,medio,minivan de passageiros,25,17,29395
Ford,Freestar,2005,gasolina comum,,6.0,automatico,tracao dianteira,4.0,medio,minivan de carga,22,16,21630
Acura,RLX,2016,gasolina premium (recomendada),310.0,6.0,automatico,tracao dianteira,4.0,medio,seda,31,20,50950
Volkswagen,Beetle,2016,gasolina comum,170.0,4.0,automatico,tracao dianteira,2.0,compacto,hatchback 2 portas,34,25,22450
Chevrolet,Cavalier,2003,gasolina comum,140.0,4.0,manual,tracao dianteira,4.0,compacto,seda,30,22,15730
Cadillac,CTS Wagon,2013,gasolina comum,270.0,6.0,automatico,tracao integral,4.0,medio,perua,26,18,44050
Kia,Soul,2014,gasolina comum,164.0,4.0,automatico,tracao dianteira,4.0,compacto,perua,31,23,18400
Ford,Edge,2017,gasolina premium (recomendada),245.0,4.0,automatico,tracao integral,4.0,medio,SUV 4 portas,27,20,37595
Volkswagen,Beetle,2016,gasolina premium (recomendada),210.0,4.0,manual automatizado,tracao dianteira,2.0,compacto,hatchback 2 portas,31,24,27095
Chevrolet,TrailBlazer EXT,2005,gasolina comum,275.0,6.0,automatico,tracao nas quatro rodas,4.0,grande,SUV 4 portas,17,12,32515
Cadillac,Escalade,2015,flex (gasolina/E85),420.0,8.0,automatico,tracao traseira,4.0,grande,SUV 4 portas,21,15,71695
Volkswagen,CC,2016,gasolina premium (recomendada),200.0,4.0,manual,tracao dianteira,4.0,medio,seda,32,21,34655
Toyota,Sequoia,2017,gasolina comum,381.0,8.0,automatico,tracao nas quatro rodas,4.0,grande,SUV 4 portas,17,13,65215
Volkswagen,Jetta,2016,gasolina comum,170.0,4.0,manual,tracao dianteira,4.0,medio,seda,37,25,20895
Volvo,850,1996,gasolina comum,168.0,5.0,manual,tracao dianteira,4.0,medio,perua,26,18,2000
Acura,MDX,2017,gasolina premium (recomendada),290.0,6.0,automatico,tracao dianteira,4.0,medio,SUV 4 portas,27,19,50360
GMC,Rally Wagon,1994,gasolina comum,195.0,8.0,automatico,tracao traseira,3.0,grande,van de passageiros,16,11,2000
Chevrolet,Venture,2005,gasolina comum,185.0,6.0,automatico,tracao dianteira,4.0,medio,minivan de passageiros,24,17,23365
Volkswagen,GTI,2013,gasolina premium (recomendada),200.0,4.0,manual automatizado,tracao dianteira,4.0,compacto,hatchback 4 portas,33,24,28395
Chevrolet,Camaro,2015,gasolina premium (obrigatoria),580.0,8.0,manual,tracao traseira,2.0,medio,cupe,19,14,55505
Porsche,Macan,2016,gasolina premium (obrigatoria),340.0,6.0,manual automatizado,tracao integral,4.0,medio,SUV 4 portas,23,17,52600
GMC,Envoy,2007,gasolina comum,302.0,8.0,automatico,tracao traseira,4.0,medio,SUV 4 portas,20,14,34990
Ford,Expedition,2017,gasolina comum,365.0,6.0,automatico,tracao nas quatro rodas,4.0,grande,SUV 4 portas,19,15,65510
Saab,900,1998,gasolina comum,185.0,4.0,manual,tracao dianteira,2.0,compacto,hatchback 2 portas,24,18,2000
Suzuki,Kizashi,2011,gasolina comum,180.0,4.0,automatico,tracao integral,4.0,medio,seda,29,22,23399
GMC,Canyon,2016,gasolina comum,305.0,6.0,automatico,tracao nas quatro rodas,4.0,compacto,picape cabine dupla,24,17,34720
Infiniti,M35,2009,gasolina premium (recomendada),275.0,6.0,automatico,tracao integral,4.0,grande,seda,22,16,47950
Ford,F-150 Heritage,2004,gasolina comum,202.0,6.0,manual,tracao traseira,2.0,grande,picape cabine simples,19,15,19910
Honda,Pilot,2015,gasolina comum,250.0,6.0,automatico,tracao nas quatro rodas,4.0,medio,SUV 4 portas,24,17,31470
Ford,Shelby GT500,2012,gasolina premium (obrigatoria),550.0,8.0,manual,tracao traseira,2.0,medio,cupe,23,15,48810
Volvo,V50,2011,gasolina comum,227.0,5.0,automatico,tracao dianteira,4.0,compacto,perua,30,21,32850
Nissan,Juke,2015,gasolina premium (obrigatoria),215.0,4.0,manual,tracao dianteira,4.0,compacto,hatchback 4 portas,31,25,28020
BMW,4 Series,2016,gasolina premium (obrigatoria),300.0,6.0,automatico,tracao integral,2.0,medio,conversivel,29,20,58950
Mazda,CX-9,2016,gasolina comum,227.0,4.0,automatico,tracao dianteira,4.0,grande,SUV 4 portas,28,22,40170
Volkswagen,Tiguan,2015,gasolina premium (recomendada),200.0,4.0,automatico,tracao dianteira,4.0,compacto,SUV 4 portas,26,21,26255
Volvo,XC60,2015,gasolina comum,240.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,25,18,41750
GMC,Sierra 1500,2016,gasolina comum,355.0,8.0,automatico,tracao traseira,4.0,grande,picape cabine estendida,23,16,41660
Toyota,Highlander,2016,gasolina comum,270.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,24,18,44990
Audi,A3,2017,gasolina premium (recomendada),220.0,4.0,manual automatizado,tracao integral,2.0,compacto,conversivel,34,25,40300
Mercedes-Benz,E-Class,2016,gasolina premium (obrigatoria),329.0,6.0,automatico,tracao traseira,2.0,medio,conversivel,29,20,62250
Land Rover,LR4,2015,gasolina premium (obrigatoria),340.0,6.0,automatico,tracao nas quatro rodas,4.0,medio,SUV 4 portas,19,14,50400
Chevrolet,S-10,2003,gasolina comum,190.0,6.0,manual,tracao nas quatro rodas,3.0,compacto,picape cabine estendida,17,12,20270
Volkswagen,Beetle Convertible,2015,gasolina comum,170.0,4.0,automatico,tracao dianteira,2.0,compacto,conversivel,32,24,30425
Toyota,Sienna,2016,gasolina comum,266.0,6.0,automatico,tracao integral,4.0,grande,minivan de passageiros,23,16,46410
Pontiac,Solstice,2008,gasolina premium (obrigatoria),260.0,4.0,manual,tracao traseira,2.0,compacto,conversivel,28,19,31750
Oldsmobile,Bravada,2002,gasolina comum,270.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,19,14,34745
Audi,90,1993,gasolina comum,172.0,6.0,manual,tracao dianteira,4.0,compacto,seda,24,18,2000
Honda,Pilot,2016,gasolina comum,280.0,6.0,automatico,tracao dianteira,4.0,medio,SUV 4 portas,27,19,36055
GMC,Sonoma,2003,flex (gasolina/E85),120.0,4.0,manual,tracao traseira,3.0,compacto,picape cabine estendida,25,19,18270
Suzuki,Sidekick,1998,gasolina comum,95.0,4.0,manual,tracao traseira,4.0,compacto,SUV 4 portas,24,20,2000
Honda,Civic,2017,gasolina comum,158.0,4.0,manual,tracao dianteira,2.0,compacto,cupe,39,28,19150
Ford,Freestyle,2005,gasolina comum,203.0,6.0,automatico,tracao dianteira,4.0,grande,perua,25,18,28440
Pontiac,Solstice,2009,gasolina premium (recomendada),260.0,4.0,manual,tracao traseira,2.0,compacto,cupe,28,19,30375
BMW,1 Series,2012,gasolina premium (obrigatoria),300.0,6.0,manual,tracao traseira,2.0,compacto,conversivel,26,17,44100
Infiniti,Q60 Coupe,2014,gasolina premium (recomendada),330.0,6.0,manual,tracao traseira,2.0,medio,cupe,25,17,46050
Infiniti,M30,1990,gasolina comum,162.0,6.0,automatico,tracao traseira,2.0,medio,cupe,23,17,2000
Mazda,CX-5,2015,gasolina comum,155.0,4.0,manual,tracao dianteira,4.0,medio,SUV 4 portas,35,26,21545
GMC,Sierra 1500 Hybrid,2012,gasolina comum,332.0,8.0,automatico,tracao traseira,4.0,grande,picape cabine dupla,23,20,40010
Chevrolet,Aveo,2009,gasolina comum,107.0,4.0,manual,tracao dianteira,4.0,compacto,seda,34,27,11965
GMC,Acadia,2015,gasolina comum,281.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,23,16,42820
Mazda,3,2015,gasolina comum,184.0,4.0,automatico,tracao dianteira,4.0,compacto,seda,39,28,26095
Mercedes-Benz,C-Class,2015,gasolina premium (obrigatoria),201.0,4.0,automatico,tracao traseira,2.0,compacto,cupe,31,22,39400
Subaru,Crosstrek,2017,gasolina comum,148.0,4.0,automatico,tracao integral,4.0,compacto,SUV 4 portas,33,26,25195
Infiniti,G37,2008,gasolina premium (obrigatoria),330.0,6.0,automatico,tracao traseira,2.0,medio,cupe,24,18,35650
Mitsubishi,Montero Sport,2003,gasolina comum,197.0,6.0,automatico,tracao traseira,4.0,medio,SUV 4 portas,20,15,31317
Cadillac,CTS,2015,flex (gasolina/E85),321.0,6.0,automatico,tracao integral,4.0,grande,seda,26,18,54970
Toyota,Camry Solara,2008,gasolina comum,210.0,6.0,automatico,tracao dianteira,2.0,medio,conversivel,26,18,29710
Ford,Aspire,1997,gasolina comum,63.0,4.0,manual,tracao dianteira,2.0,compacto,hatchback 2 portas,38,29,2000
GMC,Terrain,2015,gasolina comum,182.0,4.0,automatico,tracao integral,4.0,compacto,SUV 4 portas,29,20,31570
Cadillac,CTS,2016,gasolina comum,335.0,6.0,automatico,tracao traseira,4.0,grande,seda,30,20,58285
GMC,Envoy,2009,gasolina comum,285.0,6.0,automatico,tracao traseira,4.0,medio,SUV 4 portas,20,14,30625
Oldsmobile,Toronado,1992,gasolina comum,170.0,6.0,automatico,tracao dianteira,2.0,grande,cupe,24,16,2000
Buick,Roadmaster,1996,gasolina comum,260.0,8.0,automatico,tracao traseira,4.0,grande,seda,24,15,2000
Dodge,Dart,2016,gasolina comum,160.0,4.0,manual,tracao dianteira,4.0,medio,seda,36,25,16995
Chevrolet,C/K 1500 Series,1998,gasolina comum,200.0,6.0,manual,tracao traseira,2.0,grande,picape cabine estendida,21,16,2740
Pontiac,Sunbird,1992,gasolina comum,111.0,4.0,manual,tracao dianteira,2.0,compacto,cupe,32,22,2000
Audi,A7,2017,gasolina premium (obrigatoria),333.0,6.0,automatico,tracao integral,4.0,grande,seda,29,21,71350
Volkswagen,Beetle Convertible,2014,gasolina comum,170.0,5.0,automatico,tracao dianteira,2.0,compacto,conversivel,27,21,25170
Volkswagen,Passat,2015,gasolina comum,170.0,4.0,automatico,tracao dianteira,4.0,medio,seda,36,24,28105
GMC,Sierra 1500,2016,gasolina comum,355.0,8.0,automatico,tracao traseira,4.0,grande,picape cabine dupla,23,16,44420
GMC,Sierra 1500,2015,flex (gasolina/E85),285.0,6.0,automatico,tracao traseira,4.0,grande,picape cabine dupla,24,18,38965
Hyundai,Sonata,2016,gasolina comum,185.0,4.0,automatico,tracao dianteira,4.0,medio,seda,38,25,21750
Ford,Mustang SVT Cobra,1997,gasolina comum,305.0,8.0,manual,tracao traseira,2.0,compacto,conversivel,24,16,3550
Ford,Expedition,2016,gasolina comum,365.0,6.0,automatico,tracao traseira,4.0,grande,SUV 4 portas,22,16,45435
Ford,Fiesta,2015,gasolina comum,120.0,4.0,manual,tracao dianteira,4.0,compacto,seda,36,28,18405
Pontiac,Grand Am,2003,gasolina comum,140.0,4.0,manual,tracao dianteira,4.0,medio,seda,30,22,18890
Suzuki,XL7,2008,gasolina comum,252.0,6.0,automatico,tracao dianteira,4.0,medio,SUV 4 portas,22,16,27499
Nissan,Titan,2014,gasolina comum,317.0,8.0,automatico,tracao nas quatro rodas,4.0,grande,picape cabine dupla,17,12,43280
Volkswagen,Beetle Convertible,2015,gasolina premium (recomendada),210.0,4.0,manual automatizado,tracao dianteira,2.0,compacto,conversivel,29,23,35095
GMC,Canyon,2015,gasolina comum,200.0,4.0,manual,tracao traseira,4.0,compacto,picape cabine estendida,26,19,20995
GMC,Terrain,2016,gasolina comum,182.0,4.0,automatico,tracao integral,4.0,compacto,SUV 4 portas,29,20,30050
GMC,Envoy,2007,gasolina comum,291.0,6.0,automatico,tracao traseira,4.0,medio,SUV 4 portas,20,14,30770
Subaru,Legacy,2015,gasolina comum,175.0,4.0,automatico,tracao integral,4.0,medio,seda,36,26,21695
Toyota,Yaris,2016,gasolina comum,106.0,4.0,automatico,tracao dianteira,2.0,compacto,hatchback 2 portas,36,30,15620
Toyota,Tundra,2017,flex (gasolina/E85),381.0,8.0,automatico,tracao nas quatro rodas,4.0,grande,picape cabine dupla,17,13,50030
Mazda,3,2016,gasolina comum,155.0,4.0,automatico,tracao dianteira,4.0,compacto,hatchback 4 portas,40,30,21795
Cadillac,STS,2011,gasolina comum,302.0,6.0,automatico,tracao traseira,4.0,grande,seda,27,18,50820
Ford,Probe,1996,gasolina comum,164.0,6.0,manual,tracao dianteira,2.0,compacto,hatchback 2 portas,24,18,2000
Ford,Shelby GT350,2015,gasolina premium (recomendada),526.0,8.0,manual,tracao traseira,2.0,medio,cupe,21,14,47795
GMC,Yukon,2017,gasolina premium (recomendada),420.0,8.0,automatico,tracao nas quatro rodas,4.0,grande,SUV 4 portas,20,15,68965
Volkswagen,Beetle Convertible,2015,gasolina comum,170.0,4.0,automatico,tracao dianteira,2.0,compacto,conversivel,32,24,27475
Dodge,Charger,2017,gasolina comum,292.0,6.0,automatico,tracao traseira,4.0,grande,seda,30,19,27995
Mitsubishi,3000GT,1999,gasolina comum,320.0,6.0,manual,tracao integral,2.0,compacto,hatchback 2 portas,22,16,7600
Hyundai,Veloster,2014,gasolina comum,201.0,4.0,automatico,tracao dianteira,3.0,compacto,hatchback 2 portas,31,24,23300
Hyundai,Elantra,2016,gasolina comum,145.0,4.0,manual,tracao dianteira,4.0,compacto,seda,37,27,17250
Infiniti,FX45,2007,gasolina premium (obrigatoria),320.0,8.0,automatico,tracao integral,4.0,medio,SUV 4 portas,17,13,49850
Subaru,Impreza,2017,gasolina comum,152.0,4.0,automatico,tracao integral,4.0,medio,seda,38,28,24095
Acura,CL,2003,gasolina premium (obrigatoria),225.0,6.0,automatico,tracao dianteira,2.0,medio,cupe,27,17,30350
Infiniti,QX50,2015,gasolina premium (recomendada),325.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,24,17,38600
Nissan,370Z,2016,gasolina premium (obrigatoria),332.0,6.0,manual,tracao traseira,2.0,compacto,conversivel,24,17,45270
Ford,Edge,2017,gasolina comum,315.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,24,17,40900
Subaru,B9 Tribeca,2007,gasolina premium (obrigatoria),245.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,21,16,32495
GMC,Sierra 1500,2017,flex (gasolina/E85),285.0,6.0,automatico,tracao traseira,4.0,grande,picape cabine dupla,24,18,36720
Volkswagen,Routan,2010,gasolina comum,197.0,6.0,automatico,tracao dianteira,4.0,medio,minivan de passageiros,23,16,30600
Acura,TSX,2014,gasolina premium (recomendada),280.0,6.0,automatico,tracao dianteira,4.0,medio,seda,28,19,39275
Volvo,940,1993,gasolina comum,162.0,4.0,automatico,tracao traseira,4.0,medio,perua,22,17,2000
Volkswagen,Golf,2015,diesel,150.0,4.0,manual automatizado,tracao dianteira,4.0,compacto,hatchback 4 portas,43,31,26995
Kia,Sportage,2016,gasolina comum,182.0,4.0,automatico,tracao integral,4.0,compacto,SUV 4 portas,26,19,26850
Mitsubishi,Montero Sport,2004,gasolina comum,197.0,6.0,automatico,tracao nas quatro rodas,4.0,medio,SUV 4 portas,17,14,28199
Acura,ILX,2016,gasolina premium (recomendada),201.0,4.0,manual automatizado,tracao dianteira,4.0,compacto,seda,36,25,32900
Volkswagen,Tiguan,2015,gasolina premium (recomendada),200.0,4.0,automatico,tracao integral,4.0,compacto,SUV 4 portas,26,20,30225
GMC,Terrain,2017,gasolina comum,182.0,4.0,automatico,tracao integral,4.0,compacto,SUV 4 portas,28,20,30550
Mercedes-Benz,M-Class,2014,gasolina premium (obrigatoria),402.0,8.0,automatico,tracao integral,4.0,medio,SUV 4 portas,19,14,59450
Honda,CR-V,2015,gasolina comum,185.0,4.0,automatico,tracao integral,4.0,compacto,SUV 4 portas,33,26,24695
Ford,Taurus,2015,flex (gasolina/E85),288.0,6.0,automatico,tracao dianteira,4.0,grande,seda,29,19,29485
Ford,Ranger,2011,gasolina comum,143.0,4.0,manual,tracao traseira,2.0,compacto,picape cabine simples,27,22,19120
Ford,F-250,1998,gasolina comum,220.0,8.0,automatico,tracao traseira,3.0,grande,picape cabine estendida,18,13,3535
Oldsmobile,Cutlass Ciera,1993,gasolina comum,160.0,6.0,automatico,tracao dianteira,4.0,medio,seda,24,17,2000
Chrysler,Sebring,2010,gasolina comum,173.0,4.0,automatico,tracao dianteira,2.0,medio,conversivel,29,20,27850
Nissan,Juke,2017,gasolina premium (recomendada),188.0,4.0,automatico,tracao dianteira,4.0,compacto,hatchback 4 portas,32,28,25240
Volkswagen,Jetta Hybrid,2014,gasolina premium (obrigatoria),170.0,4.0,manual automatizado,tracao dianteira,4.0,medio,seda,48,42,31895
Oldsmobile,Cutlass Calais,1991,gasolina comum,180.0,4.0,manual,tracao dianteira,2.0,compacto,cupe,30,21,2000
GMC,Sierra 1500 Classic,2007,gasolina comum,195.0,6.0,automatico,tracao nas quatro rodas,2.0,grande,picape cabine simples,17,14,20715
Dodge,Ram Van,2000,gasolina comum,175.0,6.0,automatico,tracao traseira,3.0,medio,van de carga,16,13,2237
Dodge,Durango,2017,gasolina comum,295.0,6.0,automatico,tracao traseira,4.0,grande,SUV 4 portas,26,19,37495
Chrysler,Town and Country,2014,flex (gasolina/E85),283.0,6.0,automatico,tracao dianteira,4.0,medio,minivan de passageiros,25,17,41995
Oldsmobile,Alero,2003,gasolina comum,170.0,6.0,automatico,tracao dianteira,4.0,medio,seda,27,18,22685
Nissan,Frontier,2017,gasolina comum,261.0,6.0,automatico,tracao nas quatro rodas,4.0,compacto,picape cabine dupla,21,15,27650
Toyota,Yaris,2015,gasolina comum,106.0,4.0,automatico,tracao dianteira,4.0,compacto,hatchback 4 portas,36,30,17620
Chevrolet,Impala,2015,gasolina comum,195.0,4.0,automatico,tracao dianteira,4.0,grande,seda,31,21,34465
Buick,Verano,2016,gasolina comum,180.0,4.0,automatico,tracao dianteira,4.0,medio,seda,32,21,26505
Volkswagen,GTI,2013,gasolina premium (recomendada),200.0,4.0,manual automatizado,tracao dianteira,2.0,compacto,hatchback 2 portas,33,24,29295
Honda,Crosstour,2014,gasolina comum,192.0,4.0,automatico,tracao dianteira,4.0,medio,hatchback 4 portas,31,22,31065
Mercedes-Benz,300-Class,1992,diesel,148.0,6.0,automatico,tracao traseira,4.0,grande,seda,22,18,2547
Volkswagen,Touareg,2017,gasolina premium (recomendada),280.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,23,17,49495
Saab,9-4X,2011,gasolina premium (obrigatoria),265.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,23,17,35875
Chevrolet,Suburban,2015,flex (gasolina/E85),355.0,8.0,automatico,tracao traseira,4.0,grande,SUV 4 portas,23,16,49000
Land Rover,Freelander,2005,gasolina comum,174.0,6.0,automatico,tracao integral,4.0,compacto,SUV 4 portas,19,16,26830
Toyota,Tacoma,2015,gasolina comum,236.0,6.0,manual,tracao nas quatro rodas,4.0,compacto,picape cabine dupla,19,15,27355
Volkswagen,Beetle Convertible,2014,gasolina premium (recomendada),210.0,4.0,manual automatizado,tracao dianteira,2.0,compacto,conversivel,29,23,30495
Toyota,Tundra,2017,gasolina comum,381.0,8.0,automatico,tracao nas quatro rodas,4.0,grande,picape cabine dupla,17,13,50030
Pontiac,Grand Am,2004,gasolina comum,140.0,4.0,manual,tracao dianteira,4.0,medio,seda,33,23,19555
Kia,Sportage,2016,gasolina comum,182.0,4.0,automatico,tracao dianteira,4.0,compacto,SUV 4 portas,28,21,25350
Lincoln,Blackwood,2002,gasolina premium (obrigatoria),300.0,8.0,automatico,tracao traseira,4.0,grande,picape cabine dupla,15,11,51785
Kia,Sportage,2015,gasolina comum,182.0,4.0,automatico,tracao dianteira,4.0,compacto,SUV 4 portas,28,21,25300
Hyundai,Sonata Hybrid,2016,gasolina comum,193.0,4.0,automatico,tracao dianteira,4.0,medio,seda,43,39,30100
Pontiac,Firebird,2001,gasolina premium (obrigatoria),310.0,8.0,automatico,tracao traseira,2.0,medio,conversivel,23,16,31215
Nissan,Frontier,2016,gasolina comum,261.0,6.0,automatico,tracao traseira,4.0,compacto,picape cabine dupla,22,16,31690
GMC,Acadia,2016,gasolina comum,281.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,22,15,43020
Toyota,Sienna,2017,gasolina comum,296.0,6.0,automatico,tracao dianteira,4.0,grande,minivan de passageiros,27,19,38555
Suzuki,Aerio,2006,gasolina comum,155.0,4.0,manual,tracao dianteira,4.0,compacto,seda,28,22,15099
GMC,Sierra 1500,2017,flex (gasolina/E85),285.0,6.0,automatico,tracao nas quatro rodas,4.0,grande,picape cabine dupla,22,17,43995
Ford,Focus,2017,flex (gasolina/E85),160.0,4.0,manual automatizado,tracao dianteira,4.0,compacto,seda,40,27,23575
Chevrolet,Metro,1999,gasolina comum,79.0,4.0,manual,tracao dianteira,2.0,compacto,hatchback 2 portas,39,33,2000
Acura,ILX,2017,gasolina premium (recomendada),201.0,4.0,manual automatizado,tracao dianteira,4.0,compacto,seda,35,25,32990
Nissan,Xterra,2014,gasolina comum,261.0,6.0,manual,tracao nas quatro rodas,4.0,medio,SUV 4 portas,20,16,26300
Volkswagen,Golf GTI,2017,gasolina premium (recomendada),220.0,4.0,manual automatizado,tracao dianteira,4.0,compacto,hatchback 4 portas,32,24,31990
Ford,Ranger,2009,gasolina comum,207.0,6.0,manual,tracao nas quatro rodas,4.0,compacto,picape cabine estendida,19,15,24255
Chevrolet,Colorado,2016,gasolina comum,200.0,4.0,automatico,tracao nas quatro rodas,4.0,compacto,picape cabine estendida,25,19,32440
Honda,Pilot,2016,gasolina comum,280.0,6.0,automatico,tracao dianteira,4.0,medio,SUV 4 portas,27,19,32580
Ford,Transit Connect,2015,gasolina comum,169.0,4.0,automatico,tracao dianteira,4.0,compacto,minivan de carga,29,21,24855
Audi,Q5,2016,gasolina premium (obrigatoria),220.0,4.0,automatico,tracao integral,4.0,medio,SUV 4 portas,28,20,42750
Ford,Explorer Sport,2002,gasolina comum,203.0,6.0,automatico,tracao nas quatro rodas,2.0,medio,SUV 2 portas,18,13,26075
Volvo,S70,1998,gasolina comum,236.0,5.0,manual,tracao dianteira,4.0,medio,seda,23,17,2232
Chevrolet,Silverado 1500 Hybrid,2012,gasolina comum,332.0,8.0,automatico,tracao nas quatro rodas,4.0,grande,picape cabine dupla,23,20,49620
